--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ABILITY3    |ITEM
#66 (Grand Master Dodecane) - Vileplume Lv74, Whimsicott Lv74, Whimsicott Lv74
#67 (Grand Master Ninjanitor) - Zebstrika Lv74, Galvantula Lv74, Magmortar Lv74
#68 (Bug Maniac Gravideee) - Venusaur Lv76, Spiritomb Lv76
#69 (Bug Maniac ninetysixg) - Dewgong Lv41
#70 (Bug Maniac ninetysixg) - Braviary Lv58
#71 (Bug Maniac ninetysixg) - Lilligant Lv76, Omastar Lv76
#72 (Bug Maniac Evequill) - Amoonguss Lv76, Venusaur Lv76
#73 (Old Couple Hawk & Dar) - Gigalith Lv54, Gigalith Lv54
#74 (Old Couple Hawk & Dar) - Shuckle Lv73, Venomoth Lv73
#75 (Old Couple Joe & Ross) - Pidgeot Lv54, Swanna Lv54
#76 (Old Couple Joe & Ross) - Solrock Lv73, Miltank Lv73
#77 (Old Couple Masa & Yas) - Exeggutor Lv54, Parasect Lv54
#78 (Old Couple Masa & Yas) - Manectric Lv73, Magmortar Lv73
#79 (Old Couple Les & Web) - Gothitelle Lv73, Mr. Mime Lv73
#80 (Old Couple Alf & Fred) - Roserade Lv73, Venusaur Lv73
#81 (Old Couple Kay & Ali) - Scolipede Lv54, Garbodor Lv54
#82 (Old Couple Kay & Ali) - Abomasnow Lv73, Glalie Lv73
#83 (Old Couple Ami & Eira) - Staraptor Lv54, Purugly Lv54
#84 (Old Couple Ami & Eira) - Gliscor Lv73, Miltank Lv73
#85 (Old Couple Cam & Abby) - Vileplume Lv73, Arbok Lv73
#86 (Old Couple Ai & Ciel) - Druddigon Lv73, Altaria Lv73
#87 (Old Couple Kat & Phae) - Grumpig Lv73, Musharna Lv73
#88 (Dome Ace TheIronKen) - Purugly Lv72, Keldeo Lv72, Absol Lv72
#89 (Smasher Yamskuroda) - Typhlosion Lv72, Torkoal Lv72, Magcargo Lv72
#90 (Smasher TittyOneeS) - Seviper Lv72, Seviper Lv72, Seismitoad Lv72
#91 (Fisherman galabright) - Liepard Lv76, Honchkrow Lv76, Shiftry Lv76
#92 (Fisherman mathmaster) - Weezing Lv76, Toxicroak Lv76, Venusaur Lv76
#93 (Shady Guy CloudOdin) - Magmortar Lv76, Torkoal Lv76, Darmanitan Lv76, Volcarona Lv76
#94 (Shady Guy Papper2k) - Honchkrow Lv76, Feraligatr Lv76, Shiftry Lv76, Tyranitar Lv76
#95 (Golfer Innocentmo) - Victreebel Lv68, Jumpluff Lv68, Vespiquen Lv68, Gyarados Lv68, Golem Lv68, Gothitelle Lv68
#96 (Golfer Itallertha) - Sudowoodo Lv68, Scrafty Lv68, Garbodor Lv68, Scrafty Lv68, Wailord Lv68, Scrafty Lv68
#97 (Castle Valet Giantx) - Kingler Lv72, Kingler Lv72, Skarmory Lv72
#98 (Team Valor galaxy401) - Raikou Lv73, Kingdra Lv73
#99 (Pilot Arisatozak) - Altaria Lv73, Carracosta Lv73
#100 (Pilot Timelawrd) - Golurk Lv73, Scizor Lv73
#101 (Punk Girl in_chaos_n) - Beedrill Lv74
#102 (Linebacker TheRealDea) - Dugtrio Lv74
#103 (Cowgirl CookieQues) - Charizard Lv73, Unfezant Lv73
#104 (Blackbelt Ninjanitor) - Sandslash Lv74
#105 (Winstrate Massi131) - Charizard Lv73, Houndoom Lv73, Krookodile Lv73
#106 (Elder Dylanbeave) - Cresselia Lv76
#107 (Marchioness 8bitJugger) - Conkeldurr Lv73, Dodrio Lv73
#108 (Marchioness MyRattata) - Purugly Lv70, Kingler Lv70, Kingdra Lv70, Persian Lv70, Persian Lv70
#109 (Rancher TheDanishV) - Gengar Lv72, Tentacruel Lv72, Zebstrika Lv72
#110 (Team Skull NFreak007) - Absol Lv73, Rhyperior Lv73
#111 (Scuba Diver KhalifaMan) - Machamp Lv73, Infernape Lv73
#112 (Medium Rambo_M_St) - Kingler Lv73, Electrode Lv73
#113 (New Star MgOH) - Rapidash Lv70, Shuckle Lv70, Masquerain Lv70, Drifblim Lv70, Gliscor Lv70
#114 (Juggler helix_guid) - Octillery Lv72, Ledian Lv72, Accelgor Lv72
#115 (Smasher Huanjohn) - Blastoise Lv73, Lucario Lv73
#116 (Cute Maniac CerebralHa) - Excadrill Lv74
#117 (Cute Maniac Itallertha) - Magmortar Lv74
#118 (Movie Star BigBossHim) - Forretress Lv74
#119 (Kimono Girl Raelis_) - Golem Lv74
#120 (Baron Person3141) - Scizor Lv73, Scizor Lv73, Crustle Lv73
#121 (Baron icenite) - Starmie Lv74, Sharpedo Lv74
#122 (Magma Admin TheIronKen) - Zapdos Lv73, Feraligatr Lv73
#123 (Chaser allanderbf) - Froslass Lv73, Beartic Lv73
#124 (Cook SaRuKo91) - Lucario Lv73, Vileplume Lv73
#125 (Driver Captcha_ca) - Persian Lv73, Galvantula Lv73
#126 (Suit Actor Auries) - Zapdos Lv74
#127 (Pyramid King NinjasInCa) - Victini Lv73, Hypno Lv73
#128 (Jr. Trainer♂ Rambo_M_St) - Skarmory Lv73, Sharpedo Lv73
#129 (Delinquent Helix_foss) - Roserade Lv74
#130 (Scientist XxSt4r_Kil) - Breloom Lv72, Unfezant Lv72, Drapion Lv72
#131 (Collector Chizakuro) - Pidgeot Lv73
#132 (Collector mikheli) - Golem Lv73
#133 (Fisherman DANIMG12) - Beheeyem Lv49, Elgyem Lv49
#134 (Fisherman ninetysixg) - Magcargo Lv49, Combusken Lv49
#135 (Pilot MegaZard) - Sandile Lv41, Sharpedo Lv41
#136 (Scientist Juupeli_) - Wormadam Lv29
#137 (Collector Arctrooper) - Bonsly Lv28
#138 (Chaser Addarash1) - Nuzleaf Lv29
#139 (Team Valor Minisocle) - Lampent Lv29
#140 (Countess AureateAur) - Camerupt Lv91, Golurk Lv91, Excadrill Lv91, Krookodile Lv91, Uxie Lv91, Swampert Lv94
#141 (Jr. Trainer♂ 3D_Saber) - Amoonguss Lv73, Leavanny Lv73
#142 (Shady Guy Mariogamer) - Dustox Lv61, Scolipede Lv61, Skuntank Lv61, Scolipede Lv61, Weezing Lv61
#143 (Snagem Head Miramiee) - Glaceon Lv86, Jynx Lv86, Glalie Lv86, Walrein Lv86, Glaceon Lv86, Beartic Lv89
#144 (Snagem Head Masterligh) - Toxicroak Lv86, Toxicroak Lv86, Unfezant Lv86, Emboar Lv86, Conkeldurr Lv86, Toxicroak Lv89
#145 (Snagem Head Dodecane) - Solrock Lv86, Cradily Lv86, Crustle Lv86, Kabutops Lv86, Rampardos Lv86, Relicanth Lv89
#146 (Snagem Head f1uffyshar) - Noctowl Lv86, Noctowl Lv86, Tauros Lv86, Audino Lv86, Rapidash Lv86, Blissey Lv89
#147 (Punk Girl Bradleyisc) - Pachirisu Lv26
#148 (Punk Girl TheSporkin) - Voltorb Lv29
#149 (Rancher MyRattata) - Banette Lv44
#150 (Rancher Masterligh) - Chandelure Lv44
#151 (Rancher SaRuKo91) - Gengar Lv44
#152 (Rancher ForbiddenI) - Frillish Lv43, Misdreavus Lv43
#153 (Burglar TheSheepMa) - Minun Lv34, Chinchou Lv34, Electivire Lv36
#154 (Burglar jeymer) - Vibrava Lv26, Gible Lv26, Druddigon Lv29
#155 (Burglar FelkCraft) - Misdreavus Lv44, Banette Lv44, Cofagrigus Lv47
#156 (Burglar martinpere) - Spearow Lv13, Patrat Lv16
#157 (Burglar Amazerful) - Exeggcute Lv19, Duosion Lv22
#158 (Burglar Wahisietel) - Cubone Lv37, Gabite Lv37, Donphan Lv40
#159 (Burglar SaltySneyd) - Simisear Lv55, Chandelure Lv55, Infernape Lv58
#160 (Burglar K9Player) - Amoonguss Lv59, Serperior Lv59, Leavanny Lv61
#161 (Doctor Gravideee) - Mudkip Lv6
#162 (Doctor Gravideee) - Trapinch Lv6
#163 (Doctor Gravideee) - Torchic Lv6
#164 (Rocket TheIronKen) - Wingull Lv5
#165 (Dome Ace KhalifaMan) - Carvanha Lv5
#166 (Doctor Gravideee) - Mudkip Lv10
#167 (Doctor Gravideee) - Trapinch Lv10
#168 (Doctor Gravideee) - Torchic Lv10
#169 (Smasher Auries) - Doduo Lv11
#170 (Smasher Massi131) - Ferroseed Lv11
#171 (Rocket TheSheepMa) - Togepi Lv11, Pidgey Lv11
#172 (Dome Ace Geforcefly) - Patrat Lv11, Pidgey Lv11
#173 (Collector Bradleyisc) - Vibrava Lv12
#174 (Collector ToastyOtak) - Poliwag Lv12
#175 (Veteran Duo Lia & Lily) - Roggenrola Lv11, Roggenrola Lv11
#176 (Medium Anonybutt) - Primeape Lv13
#177 (Blackbelt trurisky) - Gengar Lv52, Chandelure Lv52
#178 (Jolteon User Bradleyisc) - Unown Lv17, Duosion Lv17
#179 (Magma Leader Numerics23) - Chingling Lv17, Drowzee Lv17
#180 (Rocket xmstrnomad) - Nincada Lv7, Larvitar Lv7
#181 (Dome Ace Giantx) - Golett Lv7, Larvitar Lv7
#182 (Smasher jeymer) - Croagunk Lv7, Gulpin Lv7
#183 (Baker icenite) - Thundurus Lv64, Tentacruel Lv64, Venusaur Lv64
#184 (Baker LadyJasmin) - Glaceon Lv64, Feraligatr Lv64, Floatzel Lv64
#185 (Baker NeKoconut) - Drifblim Lv67, Charizard Lv67, Cofagrigus Lv67
#186 (Baker doctormadr) - Lunatone Lv67, Lunatone Lv67, Relicanth Lv67
#187 (Baker mativillal) - Jellicent Lv71, Musharna Lv71, Mismagius Lv71
#188 (Baker dylanpools) - Golurk Lv71, Banette Lv71, Musharna Lv71
#189 (Baker Bloons22) - Roserade Lv74, Venomoth Lv74, Kingdra Lv74
#190 (Baker nickasumme) - Haxorus Lv74, Cresselia Lv74, Altaria Lv74
#191 (Baker SniperTigr) - Kingdra Lv78, Dodrio Lv78, Yanmega Lv78
#192 (Baker TurboGhast) - Porygon-Z Lv78, Tauros Lv78, Ambipom Lv78
#193 (Baker SaltySneyd) - Ursaring Lv82, Bouffalant Lv82, Tauros Lv82
#194 (Baker AureateAur) - Zapdos Lv82, Dodrio Lv82, Pidgeot Lv82
#195 (Baker Coldsnowed) - Leavanny Lv85, Yanmega Lv85, Armaldo Lv85
#196 (Baker Gameface25) - Flygon Lv85, Altaria Lv85, Flygon Lv85
#197 (Baker NovaXZX) - Escavalier Lv89, Excadrill Lv89, Magnezone Lv89
#198 (Baker ArchAngel5) - Regice Lv89, Mamoswine Lv89, Cloyster Lv89
#199 (Baker Eman736) - Tyranitar Lv92, Darkrai Lv92, Hydreigon Lv92
#200 (Baker ALittleBos) - Snorlax Lv92, Meloetta Lv92, Blissey Lv92
#201 (Baker Eman736) - Manaphy Lv96, Suicune Lv96, Kingdra Lv96
#202 (Baker Eman736) - Metagross Lv96, Jirachi Lv96, Escavalier Lv96
#203 (Team Skull mrgingervi) - Gurdurr Lv14, Mankey Lv14
#204 (Team Skull thedorcnes) - Beldum Lv14, Shieldon Lv14
#205 (Team Skull CookieQues) - Litwick Lv14, Vulpix Lv14
#206 (Scientist tepho) - Snubbull Lv13
#207 (Winstrate Hexate3) - Luxio Lv32, Voltorb Lv32
#208 (Winstrate mativillal) - Flaaffy Lv32, Blitzle Lv32
#209 (Winstrate martinpere) - Mareep Lv32, Luxio Lv32
#210 (Team Fusion JoeyTwoSte) - Lairon Lv20
#211 (Team Fusion Infernlmag) - Snivy Lv19, Tropius Lv19
#212 (Pyramid King Mariosyosh) - Lombre Lv19, Bayleef Lv19
#213 (Cute Maniac f1uffyshar) - Spheal Lv19, Delibird Lv19
#214 (Pyramid King Puffypez) - Tynamo Lv25, Flaaffy Lv25
#215 (Pyramid King Fighterman) - Graveler Lv26
#216 (Jolteon User xfrozenfla) - Slugma Lv25, Numel Lv25
#217 (Jolteon User Evequill) - Mankey Lv26
#218 (Child Star glumactheg) - Starly Lv25, Delibird Lv25
#219 (Child Star Bradleyisc) - Absol Lv52
#220 (Veteran Duo Rob & Sal) - Bellsprout Lv25, Croagunk Lv25
#221 (Linebacker Raelis_) - Ariados Lv26
#222 (Cute Maniac reallydian) - Treecko Lv25, Shroomish Lv25
#223 (Cute Maniac Huanjohn) - Deerling Lv25, Patrat Lv25
#224 (Marchioness Miramiee) - Darumaka Lv25, Pansear Lv25
#225 (Marchioness Gravideee) - Croagunk Lv26
#226 (Veteran Duo Tara & Val) - Carvanha Lv24, Purrloin Lv24
#227 (Grand Master Ninjanitor) - Deino Lv30, Deino Lv30
#228 (Grand Master suddenntre) - Croagunk Lv31
#229 (Grand Master Ninjanitor) - Lampent Lv40, Misdreavus Lv40
#230 (Grand Master suddenntre) - Voltorb Lv41
#231 (Grand Master suddenntre) - Bastiodon Lv58
#232 (Palace Maven Vosjetheki) - Butterfree Lv30, Wingull Lv30
#233 (Palace Maven GunFatal) - Golett Lv31
#234 (Palace Maven Vosjetheki) - Ferroseed Lv40, Exeggutor Lv40
#235 (Palace Maven GunFatal) - Mightyena Lv41
#236 (Palace Maven GunFatal) - Watchog Lv56, Shuckle Lv56
#237 (Rival Ordsey) - Jynx Lv31
#238 (Rival Magicbulle) - Litwick Lv31
#239 (Rival Ordsey) - Rhydon Lv41
#240 (Rival Magicbulle) - Mightyena Lv41
#241 (Rival Magicbulle) - Linoone Lv56, Keldeo Lv56
#242 (Bug Maniac Evequill) - Rufflet Lv30, Spearow Lv30
#243 (Bug Maniac Gravideee) - Sealeo Lv30, Vanillish Lv30
#244 (Bug Maniac Evequill) - Durant Lv40, Mawile Lv40
#245 (Bug Maniac Gravideee) - Swanna Lv40, Clamperl Lv40
#246 (Bug Maniac Gravideee) - Krookodile Lv56, Skuntank Lv56
#247 (Neighbor Rampage_Ra) - Bonsly Lv30, Bonsly Lv30
#248 (Neighbor ANON999999) - Spinarak Lv31
#249 (Neighbor Rampage_Ra) - Toxicroak Lv40, Lucario Lv40
#250 (Neighbor ANON999999) - Ferroseed Lv41
#251 (Neighbor ANON999999) - Froslass Lv58
#252 (Old Couple Ava & Aya) - Ferroseed Lv29, Foongus Lv29
#253 (Scuba Diver s_SoNick) - Feebas Lv29, Wingull Lv29
#254 (Suit Actor Libhoy1916) - Blastoise Lv30
#255 (Chaser TittyOneeS) - Gible Lv30
#256 (Cook KenjiDraco) - Honchkrow Lv30
#257 (Old Couple Stu & Art) - Skorupi Lv29, Bulbasaur Lv29
#258 (Cute Maniac Fighterman) - Pignite Lv30
#259 (Cute Maniac Halokingv8) - Crustle Lv30
#260 (Unique Star BigBossHim) - Unown Lv30
#261 (Unique Star RoyOurKing) - Delibird Lv30
#262 (Magma Admin Halokingv8) - Timburr Lv30
#263 (Pilot Needless_S) - Shieldon Lv34
#264 (Pilot Eye420Game) - Darumaka Lv32, Chimchar Lv32
#265 (Smasher notachar) - Geodude Lv32, Rhyhorn Lv32
#266 (Smasher casper48) - Lombre Lv32, Paras Lv32
#267 (Delinquent ToastyOtak) - Venomoth Lv34
#268 (Delinquent Rampage_Ra) - Haunter Lv34
#269 (Dome Ace Papper2k) - Ferroseed Lv40, Bronzong Lv40, Aron Lv40
#270 (Rocket mattatbat9) - Spiritomb Lv40, Frillish Lv40, Frillish Lv40
#271 (Medium IND_Sylven) - Swinub Lv41, Weavile Lv41
#272 (Collector Fantoku) - Fraxure Lv41
#273 (Collector chu_pikach) - Ekans Lv41
#274 (Veteran Duo Sola & Ana) - Audino Lv40, Lopunny Lv40
#275 (Driver icenite) - Smoochum Lv42
#276 (Driver Minisocle) - Gastly Lv42
#277 (Blackbelt Ooundeadoo) - Porygon Lv47
#278 (Cowgirl Mariosyosh) - Noctowl Lv47
#279 (Fisherman zetsubousc) - Shiftry Lv47, Abomasnow Lv47, Cherrim Lv47
#280 (Fisherman ForbiddenI) - Cacturne Lv47, Weavile Lv47, Sneasel Lv47
#281 (Winstrate Numerics23) - Gardevoir Lv62, Alakazam Lv62, Slowbro Lv62
#282 (Elder Wimtzw) - Emolga Lv48
#283 (Team Fusion MegaZard) - Abra Lv46, Unown Lv46
#284 (Rocket dogwilliam) - Wingull Lv26
#285 (Cute Maniac waarty) - Swablu Lv46, Swanna Lv46
#286 (Team Fusion Zachlion) - Druddigon Lv48
#287 (Team Fusion thedorcnes) - Masquerain Lv47, Delibird Lv47
#288 (Team Fusion Renlev) - Kangaskhan Lv48
#289 (Team Fusion MarkXtreme) - Chandelure Lv48
#290 (Delinquent Generalcam) - Minun Lv48
#291 (Old Couple Cleo & Rio) - Sealeo Lv48, Sealeo Lv48
#292 (Steel Spirit Mozilla_Fe) - Dustox Lv34, Shelmet Lv34
#293 (Steel Spirit risitas_an) - Pidove Lv30, Yanma Lv30
#294 (Steel Spirit Leafdapple) - Blaziken Lv47, Simisear Lv47, Quilava Lv47
#295 (Steel Spirit Minisocle) - Fraxure Lv47, Druddigon Lv47, Deino Lv47
#296 (Golfer sunovia) - Cubchoo Lv19, Swinub Lv19
#297 (Steel Spirit hyperjesus) - Pansage Lv31
#298 (Steel Spirit Eman736) - Lunatone Lv31
#299 (Golfer Gravideee) - Stunky Lv29, Liepard Lv29
#300 (Winstrate Anonybutt) - Carracosta Lv50
#301 (Elder Needless_S) - Roselia Lv49, Trubbish Lv49
#302 (Golfer PyroFaruko) - Teddiursa Lv41, Lickitung Lv41
#303 (Golfer Raelis_) - Crawdaunt Lv49, Scrafty Lv49
#304 (Steel Spirit Monsterdro) - Escavalier Lv62, Escavalier Lv62, Durant Lv62
#305 (Steel Spirit Ipader_119) - Thundurus Lv50, Cradily Lv50
#306 (Cute Maniac CriticalCh) - Gothitelle Lv54, Seviper Lv54
#307 (Cute Maniac fibcoxbr) - Victreebel Lv54, Golem Lv54
#308 (Cue Ball FelkCraft) - Rapidash Lv54, Gengar Lv54
#309 (Castle Valet irondarman) - Purugly Lv54, Lilligant Lv54
#310 (Cue Ball glumactheg) - Absol Lv55
#311 (Castle Valet convel7) - Kingdra Lv55
#312 (Team Fusion AwesomeKun) - Kingler Lv53, Skarmory Lv53, Skarmory Lv53
#313 (Fisherman Shinovar) - Magneton Lv48, Zebstrika Lv48
#314 (Cue Ball nickasumme) - Elekid Lv47
#315 (Cue Ball Huanjohn) - Rotom Lv47
#316 (Cue Ball Jmj3000) - Pelipper Lv47
#317 (Castle Valet Masterligh) - Rampardos Lv47
#318 (Castle Valet xn1ght) - Chimchar Lv46, Pignite Lv46
#319 (Team Skull Alexis9871) - Larvitar Lv37
#320 (Team Skull Auries) - Larvitar Lv36, Drilbur Lv36
#321 (Team Skull martinpere) - Larvitar Lv36, Cubone Lv36
#322 (Team Skull birdjesuuu) - Geodude Lv36, Barboach Lv36
#323 (Team Skull Dylanbeave) - Hippopotas Lv35, Diglett Lv35, Golett Lv35
#324 (Team Skull zezedude) - Hippopotas Lv37
#325 (Team Skull Krusher603) - Sandile Lv37
#326 (Winstrate Nintendogu) - Shuckle Lv56
#327 (Movie Star Dylanbeave) - Swanna Lv55
#328 (Veteran Duo Jim & Cas) - Machamp Lv50, Primeape Lv50
#329 (Jolteon User Lyphh) - Heatmor Lv52
#330 (Jolteon User LadyJasmin) - Golurk Lv52
#331 (Child Star TheDanishV) - Garbodor Lv52
#332 (Rancher Arisatozak) - Haunter Lv43, Misdreavus Lv43
#333 (Golfer JustinMenk) - Vileplume Lv54, Rapidash Lv54
#334 (Scientist Masterligh) - Weavile Lv54, Slowbro Lv54
#335 (Scuba Diver nickasumme) - Solrock Lv50
#336 (Rocket birdjesuuu) - Victini Lv50
#337 (Dome Ace Validusern) - Gastrodon Lv74, Magnezone Lv74
#338 (Suit Actor Makvaerk) - Wigglytuff Lv50
#339 (Viscount invictuspo) - Gastrodon Lv31, Cubone Lv31, Gligar Lv31
#340 (Viscount invictuspo) - Unown Lv31, Gardevoir Lv31, Metang Lv31
#341 (Spy Battleslas) - Venusaur Lv68, Toxicroak Lv68, Crobat Lv68, Venusaur Lv68, Weezing Lv68, Muk Lv71
#342 (Guy doctormadr) - Mienfoo Lv19
#343 (Guy Dmanzz_) - Mantine Lv55, Skuntank Lv55
#344 (Guy HolyNova_L) - Durant Lv60, Parasect Lv60, Accelgor Lv60, Yanmega Lv60, Yanmega Lv62
#345 (Guy Magicbulle) - Skuntank Lv60, Absol Lv60, Crawdaunt Lv60, Crawdaunt Lv60, Sharpedo Lv60, Tyranitar Lv62
#346 (Doctor Shiny_Snor) - Marshtomp Lv32, Camerupt Lv32
#347 (Guy Monsterdro) - Shuckle Lv58, Venomoth Lv58, Heracross Lv60
#348 (Guy Nokanoka) - Unfezant Lv59, Unfezant Lv59, Mismagius Lv61
#349 (Team Fusion lizardpot) - Shiftry Lv50
#350 (Fisherman Sorenstar) - Simisage Lv56, Shiftry Lv56
#351 (Fisherman mathmaster) - Bellossom Lv58
#352 (Fisherman Fighterman) - Ferrothorn Lv55, Sunflora Lv55, Jumpluff Lv55
#353 (Fisherman shadowpupp) - Exploud Lv56, Tangrowth Lv56
#354 (Fisherman TheSheepMa) - Abomasnow Lv58
#355 (Fisherman BuFaw) - Ludicolo Lv56, Tangrowth Lv56
#356 (Guy Addarash1) - Klink Lv19
#357 (Countess JamSquad87) - Numel Lv19
#358 (Doctor HolyNova_L) - Skorupi Lv25, Skorupi Lv28
#359 (Guy SaRuKo91) - Beldum Lv32
#360 (Doctor Vodkasekoi) - Pidgeotto Lv30, Klink Lv28
#361 (Doctor Vodkasekoi) - Boldore Lv30, Vanillite Lv28
#362 (Doctor Vodkasekoi) - Kadabra Lv30, Timburr Lv28
#363 (Doctor Minatoman1) - Pidgeotto Lv30, Geodude Lv28
#364 (Doctor Minatoman1) - Boldore Lv30, Deerling Lv28
#365 (Doctor Minatoman1) - Kadabra Lv30, Delibird Lv28
#366 (Viscount invictuspo) - Sableye Lv31, Krookodile Lv31, Sableye Lv31
#367 (Viscount invictuspo) - Stoutland Lv31, Farfetch'd Lv31, Kecleon Lv31
#368 (Doctor Gravideee) - Typhlosion Lv40, Girafarig Lv37, Rufflet Lv37
#369 (Doctor Gravideee) - Staraptor Lv40, Scyther Lv37, Beautifly Lv37
#370 (Doctor Gravideee) - Absol Lv40, Golurk Lv37, Krokorok Lv37
#371 (Doctor martinpere) - Lopunny Lv40, Persian Lv37, Ambipom Lv37
#372 (Guy Auries) - Scraggy Lv36
#373 (Guy Arisatozak) - Omanyte Lv36
#374 (Guy Hinkka) - Staravia Lv35, Staravia Lv35
#375 (Guy SnurperZ) - Abomasnow Lv35, Piloswine Lv35
#376 (Guy Needless_S) - Venonat Lv35, Gloom Lv35
#377 (Guy DoctorCabo) - Elgyem Lv35, Wobbuffet Lv35
#378 (Doctor Gravideee) - Sandslash Lv47, Excadrill Lv47, Typhlosion Lv49
#379 (Doctor Gravideee) - Rotom Lv47, Jolteon Lv47, Staraptor Lv49
#380 (Doctor Gravideee) - Hitmontop Lv47, Toxicroak Lv47, Absol Lv49
#381 (Shady Guy Tianloong) - Torkoal Lv55
#382 (Shady Guy Dylanbeave) - Magcargo Lv54, Emboar Lv54
#383 (Shady Guy LordLobste) - Unfezant Lv54, Flareon Lv54
#384 (Shady Guy Addarash1) - Charizard Lv53, Camerupt Lv53, Charizard Lv53
#385 (Shady Guy SaltySneyd) - Ninetales Lv53, Roserade Lv53, Golduck Lv53
#386 (Steel Spirit boombafunk) - Pansear Lv38, Heatmor Lv38
#387 (Steel Spirit kbjhon) - Larvitar Lv38, Shuckle Lv38
#388 (Steel Spirit K0legacy) - Empoleon Lv40
#389 (Steel Spirit Validusern) - Cloyster Lv40
#390 (Cute Maniac Ascibarasc) - Teddiursa Lv43, Sawsbuck Lv43
#391 (Baron Cyfiawn) - Magby Lv43, Vulpix Lv43, Heatmor Lv43
#392 (Rocket Lorekitten) - Slugma Lv5
#393 (Smasher hmgbking) - Victreebel Lv73, Whimsicott Lv73, Jumpluff Lv73
#394 (Smasher casper48) - Tentacruel Lv73, Vespiquen Lv73, Bellossom Lv73
#395 (Medium Gravideee) - Charizard Lv73, Gastrodon Lv73, Amoonguss Lv73
#396 (Collector Minatoman1) - Seismitoad Lv73, Amoonguss Lv73
#397 (Collector Innocentmo) - Thundurus Lv73, Kingler Lv73
#398 (Collector CloudOdin) - Lickilicky Lv73, Sawk Lv73
#399 (Team Fusion Sandoz1) - Scrafty Lv73, Scrafty Lv73, Scolipede Lv73
#400 (Team Fusion DuplexBeGr) - Druddigon Lv70, Absol Lv70, Druddigon Lv70, Absol Lv70, Absol Lv70, Golem Lv70
#401 (Rocket elery2004) - Minun Lv73, Minun Lv73, Minun Lv73, Minun Lv73, Sableye Lv73
#402 (Dome Ace helix_guid) - Thundurus Lv73, Tropius Lv73, Tropius Lv73, Tropius Lv73, Druddigon Lv73
#403 (Shady Guy GunFatal) - Minun Lv79, Minun Lv79, Stunfisk Lv79, Electrode Lv79
#404 (Shady Guy Giantx) - Bibarel Lv79, Victreebel Lv79, Lanturn Lv79, Gyarados Lv79
#405 (Cute Maniac Nin10blaze) - Serperior Lv74, Amoonguss Lv74, Rhyperior Lv74, Swampert Lv74
#406 (Cute Maniac AirCutterG) - Seviper Lv74, Lopunny Lv74, Charizard Lv74, Dusknoir Lv74
#407 (Rocket paperboy98) - Ariados Lv73, Dustox Lv73, Gliscor Lv73, Venomoth Lv73, Kingdra Lv73
#408 (Dome Ace miksha_) - Seismitoad Lv73, Gliscor Lv73, Parasect Lv73, Reuniclus Lv73, Abomasnow Lv73
#409 (Steel Spirit waarty) - Masquerain Lv77, Mothim Lv77, Galvantula Lv77
#410 (Steel Spirit FelkCraft) - Amoonguss Lv77, Kabutops Lv77, Miltank Lv77
#411 (Fisherman Minisocle) - Weavile Lv79, Mandibuzz Lv79, Absol Lv79
#412 (Fisherman Yamskuroda) - Liepard Lv79, Cacturne Lv79, Krookodile Lv79
#413 (Team Fusion PyroFaruko) - Tropius Lv77, Skarmory Lv77, Cresselia Lv77
#414 (Team Fusion RoyOurKing) - Lumineon Lv77, Rapidash Lv77, Relicanth Lv77
#415 (Cue Ball Egobuff) - Fearow Lv78, Victini Lv78
#416 (Cue Ball pidjiken) - Victini Lv78, Skarmory Lv78
#417 (Castle Valet SniperTigr) - Crustle Lv78, Gyarados Lv78
#418 (Castle Valet reallydian) - Victini Lv78, Simipour Lv78
#419 (Scientist glumactheg) - Lickilicky Lv77, Ampharos Lv77, Magnezone Lv77
#420 (Shady Guy NeKoconut) - Chandelure Lv84
#421 (Shady Guy theraiser) - Roserade Lv82, Serperior Lv82, Amoonguss Lv82
#422 (Shady Guy miksha_) - Keldeo Lv84
#423 (Shady Guy v_v_gaming) - Lapras Lv82, Froslass Lv82, Cryogonal Lv82
#424 (Winstrate TittyOneeS) - Conkeldurr Lv78, Gastrodon Lv78, Quagsire Lv78
#425 (Elder MasterHunt) - Uxie Lv78, Sandslash Lv78, Keldeo Lv78
#426 (Guy Halokingv8) - Sableye Lv55, Musharna Lv55
#427 (Guy SaltySneyd) - Scizor Lv56
#428 (Guy XxSt4r_Kil) - Cloyster Lv56
#429 (Guy DeadOpsArc) - Mantine Lv55, Unfezant Lv55
#430 (Guy DuplexBeGr) - Poliwrath Lv54, Gastrodon Lv54, Pinsir Lv54
#431 (Guy Egobuff) - Torterra Lv56
#432 (Guy Makvaerk) - Scolipede Lv56
#433 (Guy theraiser) - Chandelure Lv55, Roserade Lv55
#434 (Guy Scottobozo) - Thundurus Lv55, Cresselia Lv55
#435 (Guy MarchStar) - Roserade Lv56
#436 (Guy Mariosyosh) - Qwilfish Lv54, Qwilfish Lv54, Gyarados Lv54
#437 (Guy Papper2k) - Lickilicky Lv54, Mightyena Lv54, Lunatone Lv54
#438 (Guy Scottobozo) - Froslass Lv56
#439 (Guy suddenntre) - Jellicent Lv55, Poliwrath Lv55
#440 (Guy Chocosocks) - Seaking Lv55, Solrock Lv55
