Seed: 182339442737970
Config String: 172GQMRCgiCAYUBiAEylF0eAh4CCgAACg A9CRcOAAAAAAAACAAyFFBva2Vtb24gUGxhdGludW0gKFUpOopn5uPDOIo==

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
Set #152 - Victory Road Swarm/Radar/GBA (rate=15) - DODRIO Lv41, SHIFTRY Lv42, SHIFTRY Lv44, DODRIO Lv43, MAGCARGO Lv42, IVYSAUR Lv43, MAGCARGO Lv42, IVYSAUR Lv43, MAGCARGO Lv42, IVYSAUR Lv43, MAGCARGO Lv42, IVYSAUR Lv43, MAGCARGO Lv42, IVYSAUR Lv43, MAGCARGO Lv42, IVYSAUR Lv43
Set #153 - Victory Road Grass/Cave (rate=15) - JOLTEON Lv42, NOSEPASS Lv41, ILLUMISE Lv41, NOSEPASS Lv43, COMBUSKEN Lv42, JOLTEON Lv44, BANETTE Lv44, ILLUMISE Lv43, MILTANK Lv44, SOLROCK Lv43, MILTANK Lv44, SOLROCK Lv43
Set #154 - Victory Road Swarm/Radar/GBA (rate=15) - DEWGONG Lv42, CHANSEY Lv41, ONIX Lv42, DEWGONG Lv44, EXPLOUD Lv44, ARIADOS Lv43, EXPLOUD Lv44, ARIADOS Lv43, EXPLOUD Lv44, ARIADOS Lv43, EXPLOUD Lv44, ARIADOS Lv43, EXPLOUD Lv44, ARIADOS Lv43, EXPLOUD Lv44, ARIADOS Lv43
Set #155 - Victory Road Surfing (rate=15) - TAUROS Lvs 30-50, TAUROS Lvs 30-50, BELLOSSOM Lvs 30-50, BELLOSSOM Lvs 30-50, BELLOSSOM Lvs 30-50
Set #156 - Victory Road Old Rod (rate=25) - MAGIKARP Lvs 4-6, MAGIKARP Lvs 3-7, MAGIKARP Lvs 5-10, MAGIKARP Lvs 5-10, MAGIKARP Lvs 5-15
Set #157 - Victory Road Good Rod (rate=55) - CATERPIE Lvs 15-20, CATERPIE Lvs 15-20, CATERPIE Lvs 10-25, CATERPIE Lvs 10-25, CATERPIE Lvs 10-25
Set #158 - Victory Road Super Rod (rate=75) - AMPHAROS Lvs 30-40, AMPHAROS Lvs 30-40, AMPHAROS Lvs 40-55, AMPHAROS Lvs 40-55, AMPHAROS Lvs 40-55
Set #159 - Victory Road Grass/Cave (rate=15) - CLOYSTER Lv48, SWELLOW Lv47, VOLBEAT Lv47, SWELLOW Lv49, ELECTRODE Lv48, CLOYSTER Lv50, LUNATONE Lv50, VOLBEAT Lv49, ELECTRODE Lv50, QWILFISH Lv49, ELECTRODE Lv50, QWILFISH Lv49
Set #160 - Victory Road Swarm/Radar/GBA (rate=15) - GOREBYSS Lv48, YANMA Lv47, LOPUNNY Lv48, GOREBYSS Lv50, LOPUNNY Lv50, NOCTOWL Lv49, LOPUNNY Lv50, NOCTOWL Lv49, LOPUNNY Lv50, NOCTOWL Lv49, LOPUNNY Lv50, NOCTOWL Lv49, LOPUNNY Lv50, NOCTOWL Lv49, LOPUNNY Lv50, NOCTOWL Lv49
Set #161 - Victory Road Surfing (rate=15) - DONPHAN Lvs 35-55, DRIFBLIM Lvs 35-55, BLAZIKEN Lvs 35-55, BLAZIKEN Lvs 35-55, BLAZIKEN Lvs 35-55
Set #162 - Victory Road Old Rod (rate=25) - KRICKETOT Lvs 4-6, KRICKETOT Lvs 3-7, KRICKETOT Lvs 5-10, KRICKETOT Lvs 5-10, KRICKETOT Lvs 5-15
Set #163 - Victory Road Good Rod (rate=55) - SUNKERN Lvs 15-20, SUNKERN Lvs 15-20, SUNKERN Lvs 10-25, SUNKERN Lvs 10-25, SUNKERN Lvs 10-25
Set #164 - Victory Road Super Rod (rate=75) - PORYGON2 Lvs 30-40, PORYGON2 Lvs 30-40, PORYGON2 Lvs 40-55, PORYGON2 Lvs 40-55, PORYGON2 Lvs 40-55
Set #165 - Victory Road Grass/Cave (rate=15) - QUILAVA Lv47, TORKOAL Lv47, QUILAVA Lv49, GROWLITHE Lv48, GROWLITHE Lv50, TORKOAL Lv48, PURUGLY Lv50, TORKOAL Lv49, TOGEKISS Lv50, PARASECT Lv50, TOGEKISS Lv50, PARASECT Lv50
Set #166 - Victory Road Swarm/Radar/GBA (rate=15) - PARASECT Lv47, MANTINE Lv47, GLOOM Lv50, MANTINE Lv48, GRUMPIG Lv50, GROVYLE Lv50, GRUMPIG Lv50, GROVYLE Lv50, GRUMPIG Lv50, GROVYLE Lv50, GRUMPIG Lv50, GROVYLE Lv50, GRUMPIG Lv50, GROVYLE Lv50, GRUMPIG Lv50, GROVYLE Lv50
Set #167 - Victory Road Grass/Cave (rate=15) - MEDICHAM Lv47, DODRIO Lv47, MEDICHAM Lv49, MINUN Lv48, MINUN Lv50, DODRIO Lv48, RATICATE Lv49, DODRIO Lv49, LICKILICKY Lv50, PACHIRISU Lv50, LICKILICKY Lv50, PACHIRISU Lv50
Set #168 - Victory Road Swarm/Radar/GBA (rate=15) - ILLUMISE Lv47, NINETALES Lv47, PACHIRISU Lv50, NINETALES Lv48, BRONZONG Lv50, LEDIAN Lv50, BRONZONG Lv50, LEDIAN Lv50, BRONZONG Lv50, LEDIAN Lv50, BRONZONG Lv50, LEDIAN Lv50, BRONZONG Lv50, LEDIAN Lv50, BRONZONG Lv50, LEDIAN Lv50
Set #169 - Ravaged Path Grass/Cave (rate=10) - MAKUHITA Lv4, MEOWTH Lv4, MAKUHITA Lv5, MEOWTH Lv5, MAKUHITA Lv3, MAKUHITA Lv3, MEOWTH Lv6, MAKUHITA Lv6, MAKUHITA Lv6, MAKUHITA Lv6, MAKUHITA Lv6, MAKUHITA Lv6
Set #170 - Ravaged Path Swarm/Radar/GBA (rate=10) - ZUBAT Lv4, GLAMEOW Lv4, ZUBAT Lv3, ZUBAT Lv3, ZUBAT Lv6, ZUBAT Lv6, ZUBAT Lv6, ZUBAT Lv6, ZUBAT Lv6, ZUBAT Lv6, ZUBAT Lv6, ZUBAT Lv6, ZUBAT Lv6, ZUBAT Lv6, ZUBAT Lv6, ZUBAT Lv6
Set #171 - Ravaged Path Surfing (rate=10) - STARAVIA Lvs 20-30, TOGEPI Lvs 20-30, ALAKAZAM Lvs 20-40, SEADRA Lvs 20-40, SEADRA Lvs 20-40
Set #172 - Ravaged Path Old Rod (rate=25) - SUNKERN Lvs 4-6, SUNKERN Lvs 3-7, SUNKERN Lvs 5-10, SUNKERN Lvs 5-10, SUNKERN Lvs 5-15
Set #173 - Ravaged Path Good Rod (rate=50) - WOOPER Lvs 15-20, SHROOMISH Lvs 15-20, WOOPER Lvs 10-25, SHROOMISH Lvs 10-25, SHROOMISH Lvs 10-25
Set #174 - Ravaged Path Super Rod (rate=75) - FERALIGATR Lvs 30-55, SCIZOR Lvs 30-40, FERALIGATR Lvs 40-55, SCIZOR Lvs 40-55, SCIZOR Lvs 40-55
Set #175 - Oreburgh Gate Grass/Cave (rate=10) - TOGEPI Lv5, PIPLUP Lv5, TOGEPI Lv6, PIPLUP Lv6, EKANS Lv5, TOGEPI Lv5, PIPLUP Lv7, EKANS Lv7, TOGEPI Lv7, TOGEPI Lv8, TOGEPI Lv7, TOGEPI Lv8
Set #176 - Oreburgh Gate Swarm/Radar/GBA (rate=10) - MARILL Lv5, CLAMPERL Lv5, TREECKO Lv5, MARILL Lv5, MARILL Lv7, MARILL Lv8, MARILL Lv7, MARILL Lv8, MARILL Lv7, MARILL Lv8, MARILL Lv7, MARILL Lv8, MARILL Lv7, MARILL Lv8, MARILL Lv7, MARILL Lv8
Set #177 - Oreburgh Gate Grass/Cave (rate=10) - ZUBAT Lv6, SPHEAL Lv8, ZUBAT Lv7, SPHEAL Lv9, JIGGLYPUFF Lv6, ZUBAT Lv8, SPHEAL Lv10, JIGGLYPUFF Lv8, ZUBAT Lv9, BELLOSSOM Lv10, ZUBAT Lv9, BELLOSSOM Lv10
Set #178 - Oreburgh Gate Swarm/Radar/GBA (rate=10) - HOOTHOOT Lv6, PHANPY Lv8, TREECKO Lv6, HOOTHOOT Lv8, HOOTHOOT Lv9, GASTRODON Lv10, HOOTHOOT Lv9, GASTRODON Lv10, HOOTHOOT Lv9, GASTRODON Lv10, HOOTHOOT Lv9, GASTRODON Lv10, HOOTHOOT Lv9, GASTRODON Lv10, HOOTHOOT Lv9, GASTRODON Lv10
Set #179 - Oreburgh Gate Surfing (rate=10) - TOTODILE Lvs 20-30, SPINARAK Lvs 20-30, HITMONTOP Lvs 20-40, TOXICROAK Lvs 20-40, TOXICROAK Lvs 20-40
Set #180 - Oreburgh Gate Old Rod (rate=25) - MAGIKARP Lvs 4-6, MAGIKARP Lvs 3-7, MAGIKARP Lvs 5-10, MAGIKARP Lvs 5-10, MAGIKARP Lvs 5-15
Set #181 - Oreburgh Gate Good Rod (rate=50) - TYROGUE Lvs 15-20, SANDSHREW Lvs 15-20, TYROGUE Lvs 10-25, SANDSHREW Lvs 10-25, SANDSHREW Lvs 10-25
Set #182 - Oreburgh Gate Super Rod (rate=75) - RAPIDASH Lvs 30-55, CACTURNE Lvs 30-40, RAPIDASH Lvs 40-55, CACTURNE Lvs 40-55, CACTURNE Lvs 40-55
Set #183 - Stark Mountain Grass/Cave (rate=10) - FLOATZEL Lv53, SOLROCK Lv54, ILLUMISE Lv51, NIDORINA Lv51, ILLUMISE Lv53, ROSERADE Lv52, CRADILY Lv53, NIDORINA Lv53, EXEGGCUTE Lv51, KOFFING Lv52, EXEGGCUTE Lv51, KOFFING Lv52
Set #184 - Stark Mountain Swarm/Radar/GBA (rate=10) - ELECTRODE Lv53, FLOATZEL Lv54, LICKILICKY Lv53, LICKILICKY Lv52, LICKILICKY Lv51, LICKILICKY Lv52, PINECO Lv51, MIME JR. Lv52, PINECO Lv51, MIME JR. Lv52, PINECO Lv51, MIME JR. Lv52, PINECO Lv51, MIME JR. Lv52, PINECO Lv51, MIME JR. Lv52
Set #185 - Stark Mountain Grass/Cave (rate=10) - KECLEON Lv54, VAPOREON Lv54, GOLBAT Lv52, MOTHIM Lv51, GOLBAT Lv52, SEVIPER Lv53, SEVIPER Lv51, MOTHIM Lv53, NINCADA Lv52, SEEL Lv52, NINCADA Lv52, SEEL Lv52
Set #186 - Stark Mountain Swarm/Radar/GBA (rate=10) - PARASECT Lv54, XATU Lv54, CACTURNE Lv52, FORRETRESS Lv53, LEDYBA Lv52, UNOWN Lv52, LEDYBA Lv52, UNOWN Lv52, LEDYBA Lv52, UNOWN Lv52, LEDYBA Lv52, UNOWN Lv52, LEDYBA Lv52, UNOWN Lv52, LEDYBA Lv52, UNOWN Lv52
Set #187 - Stark Mountain Grass/Cave (rate=10) - VIGOROTH Lv53, VIGOROTH Lv55, FROSLASS Lv53, BUTTERFREE Lv52, MILTANK Lv55, HITMONTOP Lv54, HITMONTOP Lv52, BUTTERFREE Lv54, TAILLOW Lv53, KRABBY Lv53, TAILLOW Lv53, KRABBY Lv53
Set #188 - Stark Mountain Swarm/Radar/GBA (rate=10) - MOTHIM Lv53, MOTHIM Lv55, ELECTABUZZ Lv55, CHERRIM Lv54, ZUBAT Lv53, ARON Lv53, ZUBAT Lv53, ARON Lv53, ZUBAT Lv53, ARON Lv53, ZUBAT Lv53, ARON Lv53, ZUBAT Lv53, ARON Lv53, ZUBAT Lv53, ARON Lv53
Set #189 - Sendoff Spring Grass/Cave (rate=30) - LINOONE Lv38, BEEDRILL Lv37, LINOONE Lv39, MUDKIP Lv38, BEEDRILL Lv38, MUDKIP Lv40, LINOONE Lv37, CORPHISH Lv37, AZUMARILL Lv40, CORPHISH Lv39, AZUMARILL Lv40, CORPHISH Lv39
Set #190 - Sendoff Spring Swarm/Radar/GBA (rate=30) - WIGGLYTUFF Lv38, BAYLEEF Lv37, BAYLEEF Lv38, CARVANHA Lv40, CARNIVINE Lv40, BELDUM Lv39, BIBAREL Lv40, BIBAREL Lv39, GASTRODON Lv40, GASTRODON Lv39, CARNIVINE Lv40, BELDUM Lv39, CARNIVINE Lv40, BELDUM Lv39, CARNIVINE Lv40, BELDUM Lv39
Set #191 - Sendoff Spring Surfing (rate=10) - HERACROSS Lvs 20-40, HERACROSS Lvs 20-40, HERACROSS Lvs 20-40, HERACROSS Lvs 20-40, HERACROSS Lvs 20-40
Set #192 - Sendoff Spring Old Rod (rate=25) - TYROGUE Lvs 4-6, TYROGUE Lvs 3-7, TYROGUE Lvs 5-10, TYROGUE Lvs 5-10, TYROGUE Lvs 5-15
Set #193 - Sendoff Spring Good Rod (rate=50) - METAPOD Lvs 15-20, GEODUDE Lvs 15-20, METAPOD Lvs 10-25, GEODUDE Lvs 10-25, GEODUDE Lvs 10-25
Set #194 - Sendoff Spring Super Rod (rate=75) - TOXICROAK Lvs 30-40, CHATOT Lvs 30-40, TOXICROAK Lvs 40-55, CHATOT Lvs 40-55, CHATOT Lvs 40-55
Set #195 - ? Unknown ? Grass/Cave (rate=15) - HORSEA Lv15, POLIWAG Lv15, HORSEA Lv16, CACTURNE Lv17, HORSEA Lv17, CACTURNE Lv17, CACTURNE Lv18, CARVANHA Lv16, PARAS Lv18, CARVANHA Lv18, PARAS Lv18, CARVANHA Lv18
Set #196 - ? Unknown ? Swarm/Radar/GBA (rate=15) - MACHOP Lv15, TAILLOW Lv15, MACHOP Lv17, WAILORD Lv17, SOLROCK Lv18, BONSLY Lv18, WIGGLYTUFF Lv18, WIGGLYTUFF Lv18, QUAGSIRE Lv18, QUAGSIRE Lv18, SOLROCK Lv18, BONSLY Lv18, SOLROCK Lv18, BONSLY Lv18, SOLROCK Lv18, BONSLY Lv18
Set #197 - ? Unknown ? Grass/Cave (rate=15) - MAROWAK Lv35, KINGDRA Lv35, MAROWAK Lv36, RHYDON Lv37, MAROWAK Lv37, RHYDON Lv37, RHYDON Lv38, SEALEO Lv36, NIDOQUEEN Lv38, SEALEO Lv38, NIDOQUEEN Lv38, SEALEO Lv38
Set #198 - ? Unknown ? Swarm/Radar/GBA (rate=15) - GABITE Lv35, LUCARIO Lv35, GABITE Lv37, BELLOSSOM Lv37, SHELGON Lv38, LEDIAN Lv38, SKUNTANK Lv38, SKUNTANK Lv38, QWILFISH Lv38, QWILFISH Lv38, SHELGON Lv38, LEDIAN Lv38, SHELGON Lv38, LEDIAN Lv38, SHELGON Lv38, LEDIAN Lv38
Set #199 - ? Unknown ? Grass/Cave (rate=15) - MEDICHAM Lv35, VICTREEBEL Lv35, MEDICHAM Lv36, HARIYAMA Lv37, MEDICHAM Lv37, HARIYAMA Lv37, HARIYAMA Lv38, MOTHIM Lv36, DEWGONG Lv37, MOTHIM Lv37, DEWGONG Lv37, MOTHIM Lv37
Set #200 - ? Unknown ? Swarm/Radar/GBA (rate=15) - BEAUTIFLY Lv35, OCTILLERY Lv35, BEAUTIFLY Lv37, MAROWAK Lv37, MEDICHAM Lv37, JYNX Lv37, WAILMER Lv37, WAILMER Lv37, HITMONLEE Lv37, HITMONLEE Lv37, MEDICHAM Lv37, JYNX Lv37, MEDICHAM Lv37, JYNX Lv37, MEDICHAM Lv37, JYNX Lv37
Set #201 - Turnback Cave Grass/Cave (rate=15) - BUIZEL Lv15, PARAS Lv15, BUIZEL Lv16, GRANBULL Lv17, BUIZEL Lv17, GRANBULL Lv17, GRANBULL Lv18, SNUBBULL Lv16, REMORAID Lv18, SNUBBULL Lv18, REMORAID Lv18, SNUBBULL Lv18
Set #202 - Turnback Cave Swarm/Radar/GBA (rate=15) - PARAS Lv15, BRONZOR Lv15, PARAS Lv17, ZANGOOSE Lv17, BASTIODON Lv18, NINCADA Lv18, PRINPLUP Lv18, PRINPLUP Lv18, MONFERNO Lv18, MONFERNO Lv18, BASTIODON Lv18, NINCADA Lv18, BASTIODON Lv18, NINCADA Lv18, BASTIODON Lv18, NINCADA Lv18
Set #203 - Turnback Cave Grass/Cave (rate=15) - SANDSHREW Lv15, GULPIN Lv15, SANDSHREW Lv16, POLIWRATH Lv17, SANDSHREW Lv17, POLIWRATH Lv17, POLIWRATH Lv18, KIRLIA Lv16, BULBASAUR Lv18, KIRLIA Lv18, BULBASAUR Lv18, KIRLIA Lv18
Set #204 - Turnback Cave Swarm/Radar/GBA (rate=15) - CYNDAQUIL Lv15, NATU Lv15, CYNDAQUIL Lv17, LUDICOLO Lv17, DODRIO Lv18, SHINX Lv18, PUPITAR Lv18, PUPITAR Lv18, SKUNTANK Lv18, SKUNTANK Lv18, DODRIO Lv18, SHINX Lv18, DODRIO Lv18, SHINX Lv18, DODRIO Lv18, SHINX Lv18
Set #205 - Turnback Cave Grass/Cave (rate=15) - TOTODILE Lv15, MEOWTH Lv15, TOTODILE Lv16, RELICANTH Lv17, TOTODILE Lv17, RELICANTH Lv17, RELICANTH Lv18, CHIMCHAR Lv16, SNORUNT Lv18, CHIMCHAR Lv18, SNORUNT Lv18, CHIMCHAR Lv18
Set #206 - Turnback Cave Swarm/Radar/GBA (rate=15) - BONSLY Lv15, MEDITITE Lv15, BONSLY Lv17, CARNIVINE Lv17, CHANSEY Lv18, PINECO Lv18, HYPNO Lv18, HYPNO Lv18, VILEPLUME Lv18, VILEPLUME Lv18, CHANSEY Lv18, PINECO Lv18, CHANSEY Lv18, PINECO Lv18, CHANSEY Lv18, PINECO Lv18
Set #207 - Turnback Cave Grass/Cave (rate=15) - GASTLY Lv15, DODUO Lv15, GASTLY Lv16, BASTIODON Lv17, GASTLY Lv17, BASTIODON Lv17, BASTIODON Lv18, CORPHISH Lv16, BUDEW Lv18, CORPHISH Lv18, BUDEW Lv18, CORPHISH Lv18
Set #208 - Turnback Cave Swarm/Radar/GBA (rate=15) - CHINGLING Lv15, SLAKOTH Lv15, CHINGLING Lv17, FORRETRESS Lv17, HITMONCHAN Lv18, VULPIX Lv18, MANTINE Lv18, MANTINE Lv18, ELECTRODE Lv18, ELECTRODE Lv18, HITMONCHAN Lv18, VULPIX Lv18, HITMONCHAN Lv18, VULPIX Lv18, HITMONCHAN Lv18, VULPIX Lv18
Set #209 - Turnback Cave Grass/Cave (rate=15) - TRAPINCH Lv15, SPOINK Lv15, TRAPINCH Lv16, MAGCARGO Lv17, TRAPINCH Lv17, MAGCARGO Lv17, MAGCARGO Lv18, MUDKIP Lv16, DODUO Lv18, MUDKIP Lv18, DODUO Lv18, MUDKIP Lv18
Set #210 - Turnback Cave Swarm/Radar/GBA (rate=15) - ELECTRIKE Lv15, TURTWIG Lv15, ELECTRIKE Lv17, PONYTA Lv17, LINOONE Lv18, TAILLOW Lv18, OCTILLERY Lv18, OCTILLERY Lv18, ABSOL Lv18, ABSOL Lv18, LINOONE Lv18, TAILLOW Lv18, LINOONE Lv18, TAILLOW Lv18, LINOONE Lv18, TAILLOW Lv18
Set #211 - Turnback Cave Grass/Cave (rate=15) - NUMEL Lv15, EEVEE Lv15, NUMEL Lv16, METANG Lv17, NUMEL Lv17, METANG Lv17, METANG Lv18, TRAPINCH Lv16, VULPIX Lv18, TRAPINCH Lv18, VULPIX Lv18, TRAPINCH Lv18
Set #212 - Turnback Cave Swarm/Radar/GBA (rate=15) - MIME JR. Lv15, DITTO Lv15, MIME JR. Lv17, RHYDON Lv17, RATICATE Lv18, GLAMEOW Lv18, VIGOROTH Lv18, VIGOROTH Lv18, DUNSPARCE Lv18, DUNSPARCE Lv18, RATICATE Lv18, GLAMEOW Lv18, RATICATE Lv18, GLAMEOW Lv18, RATICATE Lv18, GLAMEOW Lv18
Set #213 - Turnback Cave Grass/Cave (rate=15) - PLUSLE Lv25, LUVDISC Lv25, PLUSLE Lv26, FURRET Lv27, PLUSLE Lv27, FURRET Lv27, FURRET Lv25, VENONAT Lv26, PSYDUCK Lv28, VENONAT Lv28, CRAWDAUNT Lv28, LUNATONE Lv28
Set #214 - Turnback Cave Swarm/Radar/GBA (rate=15) - GROVYLE Lv25, TURTWIG Lv25, GROVYLE Lv27, MASQUERAIN Lv27, GRUMPIG Lv28, SHROOMISH Lv28, SWELLOW Lv28, SWELLOW Lv28, PERSIAN Lv28, PERSIAN Lv28, GRUMPIG Lv28, SHROOMISH Lv28, GRUMPIG Lv28, SHROOMISH Lv28, GRUMPIG Lv28, SHROOMISH Lv28
Set #215 - Turnback Cave Grass/Cave (rate=15) - WARTORTLE Lv25, TAILLOW Lv25, WARTORTLE Lv26, LOPUNNY Lv27, WARTORTLE Lv27, LOPUNNY Lv27, LOPUNNY Lv28, NUMEL Lv26, MIME JR. Lv28, NUMEL Lv28, HITMONLEE Lv28, DUNSPARCE Lv28
Set #216 - Turnback Cave Swarm/Radar/GBA (rate=15) - CROCONAW Lv25, SHELLOS Lv25, CROCONAW Lv27, MIGHTYENA Lv27, MAROWAK Lv28, ABRA Lv28, KADABRA Lv28, KADABRA Lv28, GRANBULL Lv28, GRANBULL Lv28, MAROWAK Lv28, ABRA Lv28, MAROWAK Lv28, ABRA Lv28, MAROWAK Lv28, ABRA Lv28
Set #217 - Turnback Cave Grass/Cave (rate=15) - FURRET Lv25, PSYDUCK Lv25, FURRET Lv26, LUDICOLO Lv27, FURRET Lv27, LUDICOLO Lv27, LUDICOLO Lv28, PIPLUP Lv26, BONSLY Lv28, PIPLUP Lv28, PONYTA Lv28, MAGNETON Lv28
Set #218 - Turnback Cave Swarm/Radar/GBA (rate=15) - MURKROW Lv25, ABRA Lv25, MURKROW Lv27, KECLEON Lv27, SLOWBRO Lv28, MEOWTH Lv28, GLALIE Lv28, GLALIE Lv28, ILLUMISE Lv28, ILLUMISE Lv28, SLOWBRO Lv28, MEOWTH Lv28, SLOWBRO Lv28, MEOWTH Lv28, SLOWBRO Lv28, MEOWTH Lv28
Set #219 - Turnback Cave Grass/Cave (rate=15) - QUILAVA Lv25, LARVITAR Lv25, QUILAVA Lv26, RAICHU Lv27, QUILAVA Lv27, RAICHU Lv27, RAICHU Lv28, CHERUBI Lv26, BULBASAUR Lv28, CHERUBI Lv28, GOLEM Lv28, GRANBULL Lv28
Set #220 - Turnback Cave Swarm/Radar/GBA (rate=15) - DUSTOX Lv25, GOLDEEN Lv25, DUSTOX Lv27, SHARPEDO Lv27, WIGGLYTUFF Lv28, MEDITITE Lv28, ELECTRODE Lv28, ELECTRODE Lv28, XATU Lv28, XATU Lv28, WIGGLYTUFF Lv28, MEDITITE Lv28, WIGGLYTUFF Lv28, MEDITITE Lv28, WIGGLYTUFF Lv28, MEDITITE Lv28
Set #221 - Turnback Cave Grass/Cave (rate=15) - RATICATE Lv25, KRABBY Lv25, RATICATE Lv26, QUAGSIRE Lv27, RATICATE Lv27, QUAGSIRE Lv27, QUAGSIRE Lv28, WINGULL Lv26, GOLDEEN Lv28, WINGULL Lv28, SWELLOW Lv28, SEVIPER Lv28
Set #222 - Turnback Cave Swarm/Radar/GBA (rate=15) - MONFERNO Lv25, BULBASAUR Lv25, MONFERNO Lv27, METANG Lv27, KANGASKHAN Lv28, MEDITITE Lv28, NINJASK Lv28, NINJASK Lv28, MOTHIM Lv28, MOTHIM Lv28, KANGASKHAN Lv28, MEDITITE Lv28, KANGASKHAN Lv28, MEDITITE Lv28, KANGASKHAN Lv28, MEDITITE Lv28
Set #223 - Turnback Cave Grass/Cave (rate=15) - CHATOT Lv25, GOLDEEN Lv25, CHATOT Lv26, WAILORD Lv27, CHATOT Lv27, WAILORD Lv27, WAILORD Lv28, EKANS Lv26, GIBLE Lv28, EKANS Lv28, HOUNDOOM Lv28, ILLUMISE Lv28
Set #224 - Turnback Cave Swarm/Radar/GBA (rate=15) - MARSHTOMP Lv25, DELIBIRD Lv25, MARSHTOMP Lv27, SEVIPER Lv27, ALAKAZAM Lv28, EKANS Lv28, HAUNTER Lv28, HAUNTER Lv28, DRAGONAIR Lv28, DRAGONAIR Lv28, ALAKAZAM Lv28, EKANS Lv28, ALAKAZAM Lv28, EKANS Lv28, ALAKAZAM Lv28, EKANS Lv28
Set #225 - Turnback Cave Grass/Cave (rate=15) - PUPITAR Lv35, SNORLAX Lv35, PUPITAR Lv36, STARAPTOR Lv37, PUPITAR Lv37, STARAPTOR Lv37, STARAPTOR Lv38, SHARPEDO Lv36, FEAROW Lv38, SHARPEDO Lv38, FEAROW Lv38, SHARPEDO Lv38
Set #226 - Turnback Cave Swarm/Radar/GBA (rate=15) - MEDICHAM Lv35, CHARIZARD Lv35, MEDICHAM Lv37, WHISCASH Lv37, RAICHU Lv38, LICKITUNG Lv38, DUNSPARCE Lv38, DUNSPARCE Lv38, COMBUSKEN Lv38, COMBUSKEN Lv38, RAICHU Lv38, LICKITUNG Lv38, RAICHU Lv38, LICKITUNG Lv38, RAICHU Lv38, LICKITUNG Lv38
Set #227 - Turnback Cave Grass/Cave (rate=15) - QWILFISH Lv35, GIRAFARIG Lv35, QWILFISH Lv36, KANGASKHAN Lv37, QWILFISH Lv37, KANGASKHAN Lv37, KANGASKHAN Lv38, MR. MIME Lv36, TAUROS Lv38, MR. MIME Lv38, TAUROS Lv38, MR. MIME Lv38
Set #228 - Turnback Cave Swarm/Radar/GBA (rate=15) - PERSIAN Lv35, SCYTHER Lv35, PERSIAN Lv37, MISMAGIUS Lv37, VICTREEBEL Lv38, STANTLER Lv38, LUNATONE Lv38, LUNATONE Lv38, KINGLER Lv38, KINGLER Lv38, VICTREEBEL Lv38, STANTLER Lv38, VICTREEBEL Lv38, STANTLER Lv38, VICTREEBEL Lv38, STANTLER Lv38
Set #229 - Turnback Cave Grass/Cave (rate=15) - SWELLOW Lv35, ALTARIA Lv35, SWELLOW Lv36, BASTIODON Lv37, SWELLOW Lv37, BASTIODON Lv37, BASTIODON Lv38, CAMERUPT Lv36, CHATOT Lv38, CAMERUPT Lv38, CHATOT Lv38, CAMERUPT Lv38
Set #230 - Turnback Cave Swarm/Radar/GBA (rate=15) - MOTHIM Lv35, GENGAR Lv35, MOTHIM Lv37, GOLEM Lv37, WAILORD Lv38, HITMONCHAN Lv38, RATICATE Lv38, RATICATE Lv38, KECLEON Lv38, KECLEON Lv38, WAILORD Lv38, HITMONCHAN Lv38, WAILORD Lv38, HITMONCHAN Lv38, WAILORD Lv38, HITMONCHAN Lv38
Set #231 - Turnback Cave Grass/Cave (rate=15) - GLOOM Lv35, RHYPERIOR Lv35, GLOOM Lv36, FROSLASS Lv37, GLOOM Lv37, FROSLASS Lv37, FROSLASS Lv38, DUSTOX Lv36, GRANBULL Lv38, DUSTOX Lv38, GRANBULL Lv38, DUSTOX Lv38
Set #232 - Turnback Cave Swarm/Radar/GBA (rate=15) - CHARMELEON Lv35, SLOWBRO Lv35, CHARMELEON Lv37, BRELOOM Lv37, WAILORD Lv38, WEEPINBELL Lv38, ABSOL Lv38, ABSOL Lv38, GOLBAT Lv38, GOLBAT Lv38, WAILORD Lv38, WEEPINBELL Lv38, WAILORD Lv38, WEEPINBELL Lv38, WAILORD Lv38, WEEPINBELL Lv38
Set #233 - Turnback Cave Grass/Cave (rate=15) - PUPITAR Lv35, LUMINEON Lv35, PUPITAR Lv36, WAILORD Lv37, PUPITAR Lv37, WAILORD Lv37, WAILORD Lv38, IVYSAUR Lv36, URSARING Lv38, IVYSAUR Lv38, URSARING Lv38, IVYSAUR Lv38
Set #234 - Turnback Cave Swarm/Radar/GBA (rate=15) - MEDICHAM Lv35, MILTANK Lv35, MEDICHAM Lv37, DEWGONG Lv37, FEAROW Lv38, PLUSLE Lv38, GIRAFARIG Lv38, GIRAFARIG Lv38, HAUNTER Lv38, HAUNTER Lv38, FEAROW Lv38, PLUSLE Lv38, FEAROW Lv38, PLUSLE Lv38, FEAROW Lv38, PLUSLE Lv38
